date,macro_regime,active_trigger,SPY_return,CASH_return,final_state,CURRENT_FINAL_return,CURRENT_FINAL_NAV,CURRENT_FINAL_drawdown,SPY_CASH_TRIGGER_LOCK_return,SPY_CASH_TRIGGER_LOCK_NAV,SPY_CASH_TRIGGER_LOCK_drawdown,REGIME_NORMAL_CASH_STRESS_return,REGIME_NORMAL_CASH_STRESS_NAV,REGIME_NORMAL_CASH_STRESS_drawdown,FINAL_WITH_CREDIT_STRESS_CASH_return,FINAL_WITH_CREDIT_STRESS_CASH_NAV,FINAL_WITH_CREDIT_STRESS_CASH_drawdown,weights_CURRENT_FINAL,weights_CASH_STRESS_variant
2025-03-17,FLAT_HIGH_RATE,VIX,0.0077112151096643,0.0001632750077988,STRESS,0.0007783668434294,28.485389588502763,-0.0402286925622393,0.0001632750077988,7.723067697031746,-0.08557734567997788,0.0001632750077988,16.574707848742467,-0.0350436031404765,0.00077836684342941,23.22723734681662,-0.040228692562239154,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-18,FLAT_HIGH_RATE,VIX,-0.0108084466550893,0.0001632750077988,STRESS,0.0010635109049205,28.515684110961047,-0.0392079653105493,0.0001632750077988,7.72432868097021,-0.08542804331396225,0.0001632750077988,16.577414084295736,-0.03488604987725363,0.00106351090492059,23.251939767026137,-0.03920796531054915,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-19,FLAT_HIGH_RATE,VIX,0.0108908956858035,0.0001632750077988,STRESS,0.0027731375358821,28.59476202493051,-0.0365435568549754,0.0001632750077988,7.725589870795837,-0.08527871657060171,0.0001632750077988,16.580120761709633,-0.03472847088952058,0.0027731375358821097,23.316420593976147,-0.036543556854975345,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-20,FLAT_HIGH_RATE,VIX,-0.0028916928112745,0.000162894096898,STRESS,0.0013431172895994,28.633168144198176,-0.0352495218484114,0.000162894096898,7.726848323780845,-0.08512971387322399,0.000162894096898,16.582821565507572,-0.03457123385552474,0.00134311728959944,23.34773728160749,-0.035249521848411236,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-21,FLAT_HIGH_RATE,VIX,0.0003299202519351,0.000162894096898,STRESS,-0.0007408573312891,28.611955051660512,-0.0359642643130146,0.000162894096898,7.7281069817604156,-0.08498068690418648,0.000162894096898,16.585522809250506,-0.03441397120854428,-0.00074085733128917,23.330439939273397,-0.03596426431301458,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-24,FLAT_HIGH_RATE,,0.0179084437749212,0.000162894096898,STRESS,-0.0051932222639705,28.463366809670504,-0.0409707161588476,0.000162894096898,7.729365844767941,-0.08483163565953544,0.000162894096898,16.588224493010102,-0.03425668294440687,-0.00519322226397059,23.209279779152535,-0.0409707161588474,IEF:90%; CASH:10%,IEF:90%; CASH:10%
2025-03-25,FLAT_HIGH_RATE,,0.0024038818271738,0.000162894096898,NORMAL,0.0016588738625116,28.510583944910145,-0.0393798075465003,0.0014038818271738,7.7402169610129885,-0.08354684742403351,0.001658873862511648,16.615742265047032,-0.032654636597848063,0.001658873862511648,23.247781046745892,-0.039379807546500056,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-26,FLAT_HIGH_RATE,,-0.0119383402635633,0.0001632750077988,NORMAL,0.0014158790789562,28.550951484246568,-0.0380196855131825,-0.0119383402635633,7.647811617218611,-0.09448777699510069,0.0014158790789562635,16.63926814690144,-0.03128499253568162,0.0014158790789562635,23.280697093562136,-0.038019685513182244,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-27,FLAT_HIGH_RATE,,-0.0026556435220658,0.0001632750077988,NORMAL,0.0066640410137136,28.74121619591814,-0.0316090092430572,-0.0026556435220658,7.627501755839365,-0.09689249466427508,0.0066640410137136785,16.750152912270572,-0.024829435995339377,0.0066640410137136785,23.43584061382148,-0.031609009243056874,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-28,FLAT_HIGH_RATE,,-0.0201382839353789,0.0001632750077988,NORMAL,0.0023645380142076,28.80917589418795,-0.0293192119327961,-0.0201382839353789,7.473896959762671,-0.11507953003089766,0.0023645380142076856,16.78975928557543,-0.022523608126413963,0.0023645380142076856,23.49125554984777,-0.029319211932795852,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
2025-03-31,FLAT_HIGH_RATE,,0.0067127716981012,0.000163655882291,NORMAL,0.0139080256765769,29.209854652245333,-0.0158189586085976,0.0067127716981012,7.524067523748691,-0.10913926094501858,0.013908025676576929,17.023271688822756,-0.008928841369988394,0.013908025676576929,23.817972535210085,-0.015818958608597167,GOLD:49%; CMDTY_FUT:51%,GOLD:49%; CMDTY_FUT:51%
