date,MCL=F,USO,SPY,GLD,IEF,TLT,DBC,SHY,BIL,CL=F
2020-08-19,,30.65999984741211,311.35992431640625,182.24000549316406,104.839599609375,136.68177795410156,11.70335578918457,75.24160766601562,77.3466796875,42.93000030517578
2020-08-20,,30.520000457763672,312.32940673828125,183.5,105.1412124633789,137.91722106933594,11.685953140258789,75.24160766601562,77.3466796875,42.58000183105469
2020-08-21,,30.18000030517578,313.4373474121094,182.02999877929688,105.21871185302734,138.7436981201172,11.572835922241211,75.23294830322266,77.3466796875,42.34000015258789
2020-08-24,,30.350000381469727,316.6134033203125,181.0,105.07227325439453,138.51828002929688,11.633745193481445,75.22425842285156,77.3466796875,42.619998931884766
2020-08-25,,30.920000076293945,317.7213439941406,181.22000122070312,104.82240295410156,137.45811462402344,11.729459762573242,75.23294830322266,77.33820343017578,43.349998474121094
2020-08-26,,30.93000030517578,320.90673828125,183.36000061035156,104.77930450439453,136.93222045898438,11.75556468963623,75.23294830322266,77.33820343017578,43.38999938964844
2020-08-27,,30.670000076293945,321.6084289550781,181.24000549316406,104.4088134765625,134.60305786132812,11.712057113647461,75.22425842285156,77.33820343017578,43.040000915527344
2020-08-28,,30.719999313354492,323.685791015625,184.38999938964844,104.58114624023438,134.50296020507812,11.790369987487793,75.25035095214844,77.3466796875,42.970001220703125
2020-08-31,,30.579999923706055,322.5132141113281,184.8300018310547,104.6931381225586,135.39613342285156,11.781667709350586,75.27640533447266,77.3466796875,42.61000061035156
2020-09-01,,30.610000610351562,325.55084228515625,185.0500030517578,105.03631591796875,136.94476318359375,11.799071311950684,75.25812530517578,77.3466796875,42.7599983215332
2020-09-02,,29.860000610351562,330.2596740722656,182.6199951171875,105.18290710449219,138.24853515625,11.642446517944336,75.26687622070312,77.3466796875,41.5099983215332
2020-09-03,,29.639999389648438,318.8940124511719,181.13999938964844,105.32083892822266,138.64132690429688,11.538029670715332,75.25812530517578,77.33820343017578,41.369998931884766
2020-09-04,,28.510000228881836,316.2903747558594,181.63999938964844,104.73452758789062,136.00875854492188,11.433613777160645,75.2320556640625,77.3466796875,39.77000045776367
